1.235633392333984375e+02,1.711731414794921875e+02,1.223533935546875000e+02,1.611264648437500000e+02,5.378717651367187500e+02,2.515842285156250000e+03
1.223277053833007812e+02,1.711731414794921875e+02,1.223533935546875000e+02,1.611264648437500000e+02,5.356808471679687500e+02,2.501189697265625000e+03
1.223277053833007812e+02,1.711731414794921875e+02,1.223533935546875000e+02,1.611264648437500000e+02,5.334899291992187500e+02,2.492398193359375000e+03
1.223277053833007812e+02,1.701229858398437500e+02,1.223533935546875000e+02,1.611264648437500000e+02,5.334899291992187500e+02,2.486537109375000000e+03
1.223277053833007812e+02,1.701229858398437500e+02,1.223533935546875000e+02,1.611264648437500000e+02,5.323944702148437500e+02,2.483606689453125000e+03
1.223277053833007812e+02,1.722232818603515625e+02,1.223533935546875000e+02,1.611264648437500000e+02,5.302035522460937500e+02,2.477745605468750000e+03
1.223277053833007812e+02,1.701229858398437500e+02,1.223533935546875000e+02,1.611264648437500000e+02,5.302035522460937500e+02,2.473349853515625000e+03
1.223277053833007812e+02,1.701229858398437500e+02,1.223533935546875000e+02,1.611264648437500000e+02,5.302035522460937500e+02,2.468954101562500000e+03
1.223277053833007812e+02,1.764238433837890625e+02,1.223533935546875000e+02,1.611264648437500000e+02,5.280126342773437500e+02,2.468954101562500000e+03
1.223277053833007812e+02,1.701229858398437500e+02,1.223533935546875000e+02,1.611264648437500000e+02,5.291080932617187500e+02,2.466023681640625000e+03
