1.948228454589843750e+01,1.826230812072753906e+01,1.392651081085205078e+01,9.974517822265625000e+00,8.762229919433593750e+00,4.286035060882568359e+00
1.948228454589843750e+01,1.826230812072753906e+01,1.392651081085205078e+01,9.974517822265625000e+00,8.762229919433593750e+00,4.286035060882568359e+00
1.948228454589843750e+01,1.826230812072753906e+01,1.392651081085205078e+01,9.974517822265625000e+00,8.762229919433593750e+00,4.286035060882568359e+00
2.069992828369140625e+01,1.826230812072753906e+01,1.492126178741455078e+01,9.974517822265625000e+00,8.762229919433593750e+00,4.286035060882568359e+00
2.191757011413574219e+01,1.927688026428222656e+01,1.492126178741455078e+01,1.108279705047607422e+01,8.762229919433593750e+00,4.286035060882568359e+00
2.313521385192871094e+01,2.130602455139160156e+01,1.591601276397705078e+01,1.108279705047607422e+01,8.762229919433593750e+00,4.286035060882568359e+00
2.069992828369140625e+01,2.130602455139160156e+01,1.392651081085205078e+01,9.974517822265625000e+00,8.762229919433593750e+00,4.286035060882568359e+00
1.948228454589843750e+01,1.826230812072753906e+01,1.392651081085205078e+01,9.974517822265625000e+00,7.666951179504394531e+00,4.286035060882568359e+00
2.069992828369140625e+01,1.826230812072753906e+01,1.392651081085205078e+01,9.974517822265625000e+00,7.666951179504394531e+00,4.286035060882568359e+00
2.313521385192871094e+01,2.029145240783691406e+01,1.591601276397705078e+01,1.108279705047607422e+01,8.762229919433593750e+00,4.286035060882568359e+00
2.313521385192871094e+01,2.130602455139160156e+01,1.691076278686523438e+01,1.108279705047607422e+01,8.762229919433593750e+00,4.286035060882568359e+00
2.435285568237304688e+01,2.232059860229492188e+01,1.691076278686523438e+01,1.219107723236083984e+01,8.762229919433593750e+00,4.286035060882568359e+00
2.435285568237304688e+01,2.232059860229492188e+01,1.691076278686523438e+01,1.219107723236083984e+01,8.762229919433593750e+00,4.286035060882568359e+00
2.435285568237304688e+01,2.130602455139160156e+01,1.691076278686523438e+01,1.108279705047607422e+01,8.762229919433593750e+00,4.286035060882568359e+00
2.435285568237304688e+01,2.232059860229492188e+01,1.691076278686523438e+01,1.219107723236083984e+01,8.762229919433593750e+00,4.286035060882568359e+00
2.313521385192871094e+01,2.232059860229492188e+01,1.591601276397705078e+01,1.108279705047607422e+01,8.762229919433593750e+00,4.286035060882568359e+00
2.069992828369140625e+01,2.029145240783691406e+01,1.492126178741455078e+01,9.974517822265625000e+00,8.762229919433593750e+00,4.286035060882568359e+00
2.313521385192871094e+01,2.029145240783691406e+01,1.591601276397705078e+01,1.108279705047607422e+01,8.762229919433593750e+00,4.286035060882568359e+00
2.435285568237304688e+01,2.232059860229492188e+01,1.691076278686523438e+01,1.219107723236083984e+01,8.762229919433593750e+00,4.286035060882568359e+00
2.435285568237304688e+01,2.232059860229492188e+01,1.691076278686523438e+01,1.219107723236083984e+01,8.762229919433593750e+00,4.286035060882568359e+00
2.435285568237304688e+01,2.232059860229492188e+01,1.691076278686523438e+01,1.219107723236083984e+01,8.762229919433593750e+00,4.286035060882568359e+00
2.435285568237304688e+01,2.232059860229492188e+01,1.691076278686523438e+01,1.219107723236083984e+01,8.762229919433593750e+00,4.286035060882568359e+00
2.435285568237304688e+01,2.130602455139160156e+01,1.492126178741455078e+01,7.757957935333251953e+00,5.476393699645996094e+00,0.000000000000000000e+00
2.435285568237304688e+01,2.130602455139160156e+01,1.492126178741455078e+01,7.757957935333251953e+00,3.285836219787597656e+00,0.000000000000000000e+00
2.435285568237304688e+01,2.130602455139160156e+01,1.492126178741455078e+01,7.757957935333251953e+00,3.285836219787597656e+00,1.428678274154663086e+00
2.435285568237304688e+01,2.130602455139160156e+01,1.492126178741455078e+01,7.757957935333251953e+00,3.285836219787597656e+00,0.000000000000000000e+00
2.435285568237304688e+01,2.130602455139160156e+01,1.492126178741455078e+01,7.757957935333251953e+00,3.285836219787597656e+00,0.000000000000000000e+00
2.435285568237304688e+01,2.130602455139160156e+01,1.492126178741455078e+01,7.757957935333251953e+00,3.285836219787597656e+00,1.428678274154663086e+00
2.435285568237304688e+01,2.130602455139160156e+01,1.492126178741455078e+01,7.757957935333251953e+00,3.285836219787597656e+00,0.000000000000000000e+00
2.313521385192871094e+01,2.130602455139160156e+01,1.492126178741455078e+01,7.757957935333251953e+00,3.285836219787597656e+00,0.000000000000000000e+00
2.313521385192871094e+01,2.130602455139160156e+01,1.492126178741455078e+01,7.757957935333251953e+00,3.285836219787597656e+00,0.000000000000000000e+00
2.313521385192871094e+01,2.130602455139160156e+01,1.492126178741455078e+01,7.757957935333251953e+00,3.285836219787597656e+00,0.000000000000000000e+00
